Mode,Line,Trip purpose: Home-based work,Trip purpose: Home-based school,Trip purpose: Home-based social activity,Trip purpose: Home-based other,Trip purpose: Non-home-based,Count: Trip purpose,Trip frequency: 6-7 days a week,Trip frequency: 5 days a week,Trip frequency: 3-4 days a week,Trip frequency: 1-2 days a week,Trip frequency: 1-3 days a month,Trip frequency: Less than once a month,Count: Trip frequency,Fare: Monthly pass,Fare: Pay-per-ride,Fare: 1-day or 7-day LinkPass,Fare: Other,Count: Fare,Monthly pass type: Reduced-fare pass,Monthly pass type: Local Bus,Monthly pass type: LinkPass or Express Bus,Monthly pass type: Commuter rail or ferry,Count: Monthly pass type,Pay-per-ride type: Full cash fare on board,Pay-per-ride type: Reduced fare,Pay-per-ride type: mTicket (single/multi-ride),Pay-per-ride type: CharlieCard (plastic),Pay-per-ride type: CharlieTicket (paper),Count: Pay-per-ride type,Access to first MBTA service: Walked or bicycled,Access to first MBTA service: Drove alone,Access to first MBTA service: Carpooled,Access to first MBTA service: Dropped off by personal vehicle,Access to first MBTA service: Dropped off by other vehicle,Count: Access to first MBTA service,Previous transit mode: Bus or Silver Line,Previous transit mode: Rail rapid transit,Previous transit mode: Commuter rail or ferry,Count: Previous transit mode,Use alternative modes: Yes,Use alternative modes: No,Count: Use alternative modes,Alternative modes: Walk,Alternative modes: Bicycle,Alternative modes: Drive alone,Alternative modes: Drive or ride in a carpool,Alternative modes: Take a taxi or use a rideshare company,Alternative modes: Take a private shuttle or other transit,Alternative modes: Take a different MBTA service,Alternative modes: Other,Count: Alternative modes,Usable household vehicles: 0,Usable household vehicles: 1,Usable household vehicles: 2,Usable household vehicles: 3 or more,Count: Usable household vehicles,Vehicles per capita: None,Vehicles per capita: 0.01-0.49,Vehicles per capita: 0.50-0.99,Vehicles per capita: 1.00-1.49,Vehicles per capita: 1.50-1.99,Vehicles per capita: 2 or more,Count: Vehicles per capita,Valid driver's license: Yes,Valid driver's license: No,Count: Valid driver's license,"Household income: Less than $14,500","Household income: $14,500 to $28,999","Household income: $29,000 to $43,499","Household income: $43,500 to $57,999","Household income: $58,000 to $75,999","Household income: $76,000 to $108,499","Household income: $108,500 to $151,999","Household income: $152,000 or more",Household income: Prefer not to say,Count: Household income,Low-income classification: Yes,Low-income classification: No,Count: Low-income classification,Race: American Indian or Alaska Native,Race: Asian,Race: Black or African American,Race: Native Hawaiian or other Pacific Islander,Race: White,Race: Other,Race: Prefer not to say,Count: Race,Hispanic or Latino/Latina: Yes,Hispanic or Latino/Latina: No,Hispanic or Latino/Latina: Prefer not to say,Count: Hispanic or Latino/Latina,Minority classification: Yes,Minority classification: No,Count: Minority classification,Age: Under 18,Age: 18 to 21,Age: 22 to 34,Age: 35 to 44,Age: 45 to 64,Age: 65 or over,Count: Age,Gender: Man,Gender: Woman,Gender: Other,Gender: Prefer not to say,Count: Gender,Ability to understand English: Always,Ability to understand English: Often,Ability to understand English: Sometimes,Ability to understand English: Never,Ability to understand English: Prefer not to say,Count: Ability to understand English
Bus,71,0.721733243,0.047167682,0.047167682,0.103814037,0.080117355,424,0.0608093,0.565392354,0.121395037,0.112228929,0.056114465,0.084059915,428,0.770632133,0.210930641,0.018437226,0,436,0.0595272,0.101110795,0.82768442,0.011962404,336,0,0.195629553,0,0.804370447,0,92,0.982375157,0.008812421,0,0.008812421,0,228,0.34766528,0.65233472,0,207,0.504652193,0.495347807,432,0.131037567,0.140429338,0.205724508,0.168157424,0.158765653,0.009391771,0.532647585,0,214,0.24080638,0.490695614,0.245458573,0.023260966,432,0.23786295,0.145644599,0.368873403,0.232984901,0.004878049,0.009756098,412,0.82954796,0.17045204,434,0.033106576,0.061678005,0.075736961,0.066439909,0.099546485,0.203854875,0.146938776,0.123129252,0.189569161,422,0.210408506,0.789591494,342,0.014018692,0.097685803,0.055852247,0,0.748776146,0.05117935,0.074321317,430,0.058304297,0.883623693,0.058304297,412,0.240731463,0.759268537,382,0.004609306,0.013827919,0.371597893,0.215539947,0.298287972,0.096356453,436,0.428665932,0.539140022,0,0.032194046,434,0.958351794,0.032343819,0,0,0.009304386,432
Bus,72,0.729820628,0.049327354,0.053811659,0.142376682,0.024663677,406,0.083597884,0.46031746,0.2,0.112169312,0.088888889,0.056084656,430,0.681489142,0.286452947,0.02688728,0.004136505,440,0.180576631,0.100151745,0.6676783,0.053110774,300,0.014440433,0.144404332,0,0.826714801,0.014440433,126,0.984667802,0.003407155,0.003407155,0,0.00681431,267,0.160762943,0.839237057,0,167,0.727564103,0.272435897,426,0.43318649,0.218795888,0.186490455,0.174743025,0.161527166,0.005873715,0.283406755,0,310,0.291578947,0.546315789,0.162105263,0,432,0.285551763,0.189988623,0.319681456,0.204778157,0,0,400,0.86687631,0.13312369,434,0.023280423,0.065608466,0.050793651,0.06031746,0.093121693,0.186243386,0.157671958,0.20952381,0.153439153,430,0.165,0.835,364,0.004273504,0.060897436,0.056623932,0.009615385,0.813034188,0.023504274,0.056623932,426,0.049052397,0.897435897,0.053511706,408,0.196149218,0.803850782,378,0.009394572,0.022964509,0.312108559,0.13256785,0.325678497,0.197286013,436,0.438155136,0.553459119,0,0.009433962,434,0.96780893,0.018691589,0.004153686,0,0.009345794,438
Bus,73,0.772245585,0.019848612,0.074179983,0.093860387,0.039529016,404,0.080515298,0.526086957,0.180032206,0.080515298,0.047342995,0.085346216,422,0.784445137,0.201839152,0.009195761,0.00451995,436,0.1225909,0.058414465,0.765944765,0.052652494,342,0,0.182239382,0,0.818532819,0,88,0.946782922,0.013229104,0,0.013229104,0.02675887,226,0.187144292,0.793103448,0.01975226,203,0.504772691,0.495227309,420,0.155394259,0.164962059,0.271857473,0.194325305,0.194325305,0.019465523,0.339821841,0,206,0.246388707,0.512147078,0.198128693,0.043499672,414,0.237343401,0.171786511,0.348549854,0.222241291,0.020250558,0,396,0.871380036,0.128619964,420,0.034145533,0.048731974,0.097629703,0.112216145,0.112216145,0.175700315,0.170727665,0.126802586,0.12199569,410,0.205549264,0.794450736,360,0.014445174,0.067629678,0.067629678,0,0.772980959,0.029054498,0.07239002,414,0.035352669,0.90921572,0.055603226,396,0.194674013,0.805325987,370,0.009591936,0.004714681,0.387579255,0.177044383,0.30629166,0.114778085,418,0.387579255,0.588522192,0,0.023898553,418,0.966185161,0.019369665,0.009684833,0,0.004760341,414
Bus,74,0.679504814,0.03301238,0.039889959,0.147180193,0.099037139,300,0.062337662,0.484415584,0.150649351,0.101298701,0.101298701,0.101298701,318,0.685714286,0.28961039,0.012987013,0.012987013,318,0.176136364,0.083333333,0.706439394,0.035984848,218,0.022421525,0.174887892,0,0.762331839,0.044843049,92,0.938398357,0.030800821,0,0.01026694,0.018480493,201,0.125461255,0.859778598,0.018450185,112,0.605858855,0.394141145,310,0.206278027,0.16367713,0.228699552,0.195067265,0.183856502,0,0.455156951,0,184,0.245454545,0.497402597,0.207792208,0.050649351,318,0.253351206,0.201072386,0.356568365,0.18766756,0,0,308,0.824675325,0.176623377,318,0.045883941,0.039136302,0.039136302,0.078272605,0.085020243,0.176788124,0.09851552,0.241565452,0.195681511,306,0.154362416,0.845637584,246,0.013315579,0.161118509,0.051930759,0,0.703062583,0.051930759,0.045272969,310,0.071524966,0.889338731,0.039136302,306,0.319180088,0.680819912,282,0.019480519,0.006493506,0.238961039,0.144155844,0.415584416,0.176623377,318,0.481045752,0.518954248,0,0,316,0.968831169,0.019480519,0.006493506,0,0.006493506,318
Bus,75,0.51536643,0.063829787,0.096926714,0.191489362,0.127659574,124,0.099173554,0.338842975,0.140495868,0.183884298,0.126033058,0.113636364,142,0.508264463,0.423553719,0.02892562,0.041322314,142,0.280487805,0.028455285,0.666666667,0.028455285,72,0,0.234146341,0,0.731707317,0.034146341,60,0.954397394,0.03257329,0,0,0.009771987,90,0.146341463,0.853658537,0,48,0.714884696,0.285115304,140,0.168195719,0.20795107,0.290519878,0.290519878,0.146788991,0.042813456,0.397553517,0,96,0.196280992,0.508264463,0.280991736,0.01446281,142,0.197777778,0.242222222,0.333333333,0.211111111,0,0.015555556,132,0.803719008,0.196280992,142,0.099173554,0.041322314,0.01446281,0.055785124,0.084710744,0.169421488,0.154958678,0.126033058,0.254132231,142,0.207756233,0.792243767,106,0.02892562,0.055785124,0.084710744,0.01446281,0.690082645,0.126033058,0.099173554,142,0.087048832,0.81104034,0.101910828,138,0.316195373,0.683804627,114,0.040733198,0.028513238,0.138492872,0.138492872,0.374745418,0.276985743,144,0.403258656,0.582484725,0,0.014256619,144,0.958677686,0.01446281,0.02892562,0,0,142
Bus,76,0.886061947,0.037610619,0,0.038716814,0.038716814,264,0.036247335,0.613006397,0.168443497,0.094882729,0.043710021,0.043710021,274,0.724867725,0.231746032,0.043386243,0,276,0.081751825,0.020437956,0.890510949,0.010218978,200,0,0.127853881,0,0.780821918,0.095890411,64,0.886756238,0.032629559,0.005758157,0.051823417,0.019193858,152,0.01703163,0.98296837,0,120,0.647690655,0.353383459,272,0.094501718,0.211340206,0.329896907,0.259450172,0.070446735,0.082474227,0.259450172,0.024054983,170,0.212153518,0.314498934,0.379530917,0.094882729,274,0.2,0.2,0.407865169,0.192134831,0,0,260,0.862433862,0.137566138,276,0.015367728,0.045005488,0.015367728,0.029637761,0.060373216,0.165751921,0.173435785,0.248079034,0.248079034,266,0.099270073,0.899270073,200,0,0.273513514,0.044324324,0.007567568,0.592432432,0.022702703,0.096216216,270,0.037904125,0.885172798,0.07580825,262,0.400243309,0.599756691,240,0.035978836,0.014814815,0.28994709,0.167195767,0.391534392,0.101587302,276,0.525586354,0.445628998,0,0.028784648,274,0.956613757,0.035978836,0,0,0.007407407,276
Bus,77,0.538110954,0.055005501,0.131384567,0.212006915,0.063649222,472,0.081272618,0.410585042,0.182901086,0.142340169,0.089414958,0.093486128,492,0.646894319,0.333382396,0.00794819,0.011922284,504,0.171786121,0.122639363,0.687144482,0.018430034,326,0.047682119,0.178807947,0,0.738189845,0.035761589,168,0.975426621,0.009101251,0,0.006143345,0.009101251,326,0.321877619,0.66680637,0.01131601,177,0.649053747,0.351097653,490,0.257956449,0.206508734,0.232352237,0.174204355,0.122517349,0.012921752,0.554917444,0,310,0.315597446,0.487686227,0.176193372,0.020522955,488,0.30765573,0.187985418,0.290537328,0.192265018,0.008559201,0.012838802,468,0.76336109,0.23679031,490,0.057777778,0.099157088,0.119846743,0.074329502,0.061915709,0.132260536,0.111570881,0.132260536,0.210727969,484,0.350679612,0.649126214,382,0.016418364,0.094253573,0.057312253,0.004104591,0.721343874,0.057312253,0.098358164,488,0.042613636,0.868055556,0.089330808,470,0.240181818,0.759818182,408,0.040546629,0.012163989,0.267157231,0.178104821,0.372428293,0.129599039,494,0.399114774,0.567918193,0.004120879,0.028846154,486,0.95500152,0.024627546,0.008209182,0,0.012313773,488
Bus,78,0.705091938,0.080622348,0.040311174,0.10678925,0.06718529,448,0.092914439,0.514705882,0.185828877,0.105614973,0.021390374,0.080213904,474,0.670954638,0.290453622,0.033852404,0.004062288,468,0.159434914,0.088799193,0.73259334,0.019172553,314,0.03030303,0.191142191,0,0.764568765,0.013986014,136,0.983539095,0,0,0.009259259,0.00617284,308,0.20233463,0.79766537,0,163,0.653231411,0.346768589,456,0.260586319,0.136807818,0.219326819,0.184581976,0.178067318,0.02062975,0.500542888,0,292,0.240641711,0.540106952,0.181149733,0.038101604,474,0.239130435,0.216690042,0.345021038,0.194950912,0,0.004207574,452,0.790279627,0.210386152,476,0.034153005,0.06489071,0.051912568,0.077868852,0.107923497,0.155054645,0.120901639,0.146857923,0.241120219,464,0.198919892,0.801080108,352,0.00868984,0.143716578,0.076203209,0,0.67513369,0.054812834,0.063502674,474,0.075035063,0.863253857,0.06171108,452,0.339651251,0.660348749,418,0.029294274,0.021304927,0.298268975,0.176431425,0.294274301,0.180426099,476,0.416111851,0.575898802,0,0.008655126,476,0.937665782,0.041777188,0.016578249,0,0.00397878,478
Bus,79,0.679352997,0.009514748,0.019029496,0.174119886,0.116079924,206,0.056902985,0.513992537,0.11380597,0.104477612,0.076492537,0.133395522,210,0.682234432,0.252747253,0.028388278,0.037545788,214,0.108724832,0.026845638,0.863087248,0,146,0.036231884,0.221014493,0,0.739130435,0,54,0.967585089,0.024311183,0,0,0.008103728,121,0.079295154,0.920704846,0,89,0.653734239,0.346265761,202,0.181008902,0.181008902,0.136498516,0.151335312,0.181008902,0.029673591,0.727002967,0,132,0.205571566,0.55907781,0.205571566,0.029779059,204,0.216161616,0.154545455,0.278787879,0.350505051,0,0,194,0.815413892,0.184586108,206,0.029779059,0.039385207,0.078770413,0.097982709,0.088376561,0.195965418,0.156580211,0.06820365,0.244956772,204,0.194656489,0.805343511,154,0.009514748,0.106565176,0.048525214,0,0.776403425,0.029495718,0.058039962,206,0.031,0.908,0.061,196,0.224669604,0.775330396,178,0.009606148,0.019212296,0.244956772,0.195965418,0.352545629,0.176753122,204,0.404335533,0.567389255,0,0.029217719,208,0.971724788,0.029217719,0,0,0,208
Bus,80,0.736757624,0.063670412,0.053504548,0.082932049,0.063135367,410,0.075180227,0.492790937,0.154994851,0.168898043,0.046858908,0.061277034,426,0.672901921,0.281092012,0.036905966,0.009100101,434,0.081893313,0.102930128,0.753568745,0.061607814,292,0.048561151,0.097122302,0,0.852517986,0,122,0.967764541,0.009810792,0,0.009810792,0.013314646,313,0.187165775,0.787878788,0.024955437,123,0.748807631,0.251192369,414,0.195156695,0.181623932,0.116809117,0.181623932,0.201566952,0,0.564814815,0.012820513,308,0.366117405,0.48815654,0.117404737,0.028321318,426,0.361631753,0.201212789,0.281697905,0.151047409,0,0.004961411,398,0.748979592,0.251020408,430,0.043248945,0.057489451,0.100738397,0.134493671,0.08649789,0.197257384,0.100738397,0.120253165,0.158755274,416,0.240125392,0.760501567,350,0.004699739,0.085639687,0.085639687,0,0.761879896,0.05691906,0.033420366,420,0.089033659,0.871335505,0.039630836,404,0.282596209,0.717403791,382,0.013839057,0.018452076,0.527934393,0.158892875,0.205535623,0.074833419,428,0.367822038,0.60372478,0.004655975,0.023797206,424,0.962409887,0.032955716,0.004634398,0,0,426
Bus,83,0.696151249,0.010803511,0.049966239,0.17083052,0.071573261,362,0.08381318,0.470889315,0.177863084,0.099168266,0.08381318,0.08381318,382,0.745012469,0.229426434,0.015586035,0.009975062,392,0.09539749,0.123012552,0.759832636,0.020920502,292,0,0.266304348,0,0.711956522,0.02173913,90,0.996105161,0,0.003894839,0,0,251,0.376838235,0.59375,0.029411765,133,0.804137039,0.195862961,378,0.333333333,0.167074165,0.153219234,0.100244499,0.253463733,0.013039935,0.567237164,0.006519967,300,0.423400129,0.481577246,0.079508727,0.01616031,378,0.418508287,0.169198895,0.243093923,0.169198895,0,0,354,0.812858052,0.187778485,384,0.078694818,0.094049904,0.141394754,0.094049904,0.110044786,0.131158029,0.115163148,0.131158029,0.104926424,382,0.350964975,0.649035025,342,0.010132996,0.119062698,0.098163395,0,0.699810006,0.020899303,0.072830906,386,0.037848606,0.907702523,0.054448871,368,0.289949385,0.710050615,338,0,0,0.465770953,0.162507997,0.277671145,0.094049904,382,0.345489443,0.623160589,0,0.031349968,382,0.95862508,0.015913431,0.010184596,0,0.015913431,384
Bus,84,0.938461538,0.030769231,0,0.030769231,0,128,0.030769231,0.72,0.172307692,0.046153846,0.015384615,0.015384615,128,0.843076923,0.156923077,0,0,128,0.072992701,0.018248175,0.890510949,0.018248175,108,0,0,0,1,0,20,0.981818182,0,0,0.018181818,0,65,0,1,0,64,0.593846154,0.406153846,128,0.103626943,0.29015544,0.264248705,0.129533679,0.051813472,0.025906736,0.606217617,0,76,0.031746032,0.419047619,0.466666667,0.079365079,124,0.033333333,0.236666667,0.506666667,0.22,0,0,118,0.916129032,0.080645161,122,0.016129032,0.032258065,0.016129032,0.016129032,0,0.064516129,0.164516129,0.458064516,0.229032258,122,0.083682008,0.912133891,94,0,0.132258065,0,0,0.735483871,0.032258065,0.116129032,122,0.016129032,0.916129032,0.064516129,122,0.171003717,0.828996283,106,0,0,0.13015873,0.288888889,0.533333333,0.047619048,124,0.533333333,0.434920635,0,0.031746032,124,1,0,0,0,0,124
Bus,85,0.881646655,0.054888508,0,0.025728988,0.036020583,218,0.018518519,0.658249158,0.215488215,0.045454545,0.035353535,0.026936027,222,0.804958678,0.195041322,0,0,226,0.032854209,0.055441478,0.901437372,0.01026694,182,0,0,0,0.949152542,0.042372881,44,0.996062992,0,0,0,0.005905512,190,0.085106383,0.914893617,0,35,0.853989813,0.146010187,220,0.393638171,0.244532803,0.06361829,0.085487078,0.254473161,0.021868787,0.596421471,0,188,0.464106845,0.455759599,0.071786311,0.008347245,224,0.459691252,0.183533448,0.219554031,0.137221269,0,0,218,0.831385643,0.170283806,224,0,0.008417508,0.107744108,0.090909091,0.188552189,0.198653199,0.107744108,0.171717172,0.126262626,222,0.134874759,0.865125241,194,0.008264463,0.203305785,0.026446281,0,0.74214876,0.044628099,0.044628099,226,0.090909091,0.855218855,0.053872054,222,0.336823735,0.663176265,214,0,0,0.612794613,0.18013468,0.18013468,0.026936027,222,0.41147541,0.552459016,0.018032787,0.018032787,228,0.973770492,0.018032787,0,0,0.008196721,228
Bus,86,0.739847951,0.050992027,0.081587243,0.091971074,0.035787131,392,0.065388128,0.562922374,0.175890411,0.07543379,0.040182648,0.080365297,398,0.717884131,0.207988485,0.074307305,0,404,0.07593985,0.07593985,0.813784461,0.034586466,290,0,0.024221453,0,0.975778547,0,84,0.972657553,0.004668223,0,0.004668223,0.018339446,218,0.388006354,0.611993646,0,183,0.646475771,0.353524229,396,0.20623017,0.158638592,0.126910874,0.13498702,0.222094029,0.008076147,0.634842804,0,252,0.472140221,0.39095941,0.121771218,0.015313653,394,0.468673102,0.166572023,0.187582813,0.177172061,0,0,384,0.742474302,0.257525698,396,0.076980429,0.117986952,0.123019571,0.18471575,0.08723206,0.138490214,0.076980429,0.08723206,0.107735322,390,0.356307435,0.643692565,348,0,0.09273136,0.082427876,0,0.768077932,0.025852379,0.041213938,388,0.067764528,0.895892485,0.036532273,384,0.256802383,0.743197617,366,0,0.035251142,0.638173516,0.1256621,0.170958904,0.030136986,398,0.380811808,0.604059041,0,0.015313653,394,0.949261993,0.020295203,0.025461255,0.005166052,0,394
Bus,87,0.743002545,0.028625954,0.099872774,0.095419847,0.033396947,420,0.077413479,0.536429872,0.172738312,0.072859745,0.050091075,0.090771099,440,0.715019643,0.253550922,0.031731641,0,442,0.088757396,0.076077768,0.803888419,0.03169907,316,0.017878427,0.089392133,0,0.856972586,0.035756853,112,0.989194499,0,0,0.003438114,0.006876228,272,0.134375,0.85390625,0.01171875,171,0.738664216,0.261335784,436,0.262520868,0.21869783,0.206176962,0.143572621,0.181135225,0,0.631051753,0.018781302,320,0.350261619,0.488457987,0.142813173,0.018467221,434,0.346178548,0.120102762,0.317276814,0.21162492,0.004816956,0,416,0.827261688,0.172738312,440,0.037278658,0.08387698,0.097545822,0.102205654,0.088226157,0.209381796,0.13482448,0.116185151,0.130164647,430,0.251428571,0.748571429,374,0.009149131,0.114059164,0.05032022,0,0.758157975,0.05032022,0.068618481,438,0.037807183,0.910522999,0.051984877,424,0.21993007,0.78006993,382,0.009025271,0.018050542,0.522563177,0.166666667,0.216305656,0.067689531,444,0.390012255,0.568933824,0.013786765,0.027573529,436,0.959202176,0.027198549,0.004533092,0.004533092,0.004533092,442
Bus,89,0.786786787,0.070870871,0.011711712,0.094594595,0.035735736,338,0.108468677,0.628480278,0.102958237,0.051334107,0.051334107,0.057134571,350,0.784632642,0.160123388,0.049635446,0.005608525,362,0.091851322,0.028234453,0.866333095,0.013938528,284,0,0.105078809,0,0.793345009,0.103327496,58,0.99000526,0,0,0,0.010520779,193,0.137160121,0.862839879,0,168,0.68221831,0.318075117,346,0.170932755,0.145336226,0.119739696,0.119739696,0.239479393,0.025596529,0.623861171,0,234,0.411542923,0.417053364,0.13138051,0.040023202,350,0.406904692,0.151077014,0.290646208,0.139569194,0,0.011507819,344,0.771461717,0.228538283,350,0.046091015,0.051633606,0.109101517,0.132147025,0.114935823,0.18378063,0.13798133,0.086347725,0.13798133,348,0.239932318,0.760067682,300,0.011310905,0.068445476,0.091357309,0,0.765661253,0.051334107,0.051334107,350,0.074679113,0.867852975,0.057467911,348,0.251516119,0.748164698,318,0.016919989,0.033839977,0.55377115,0.180671064,0.186406653,0.028391167,354,0.371519722,0.61136891,0,0.017111369,350,0.994199536,0,0,0,0.005800464,350
Bus,91,0.592491468,0.061433447,0.098976109,0.135153584,0.110580205,162,0.132578281,0.397734843,0.168554297,0.144570286,0.096602265,0.059960027,166,0.620470439,0.287349015,0.080737444,0.011443102,174,0.110655738,0.092213115,0.777663934,0.018442623,108,0.039823009,0.238938053,0,0.719026549,0,50,0.979683973,0,0,0,0.020316027,98,0.385466035,0.614533965,0,70,0.768037761,0.231962239,164,0.278331822,0.180417044,0.164097915,0.065276519,0.196736174,0.01631913,0.507706256,0,122,0.518088737,0.407508532,0.049146758,0.024573379,162,0.545258621,0.130028736,0.194683908,0.130028736,0,0,154,0.770819454,0.229180546,166,0.075630252,0.164565826,0.177170868,0.088935574,0.06302521,0.151960784,0.06302521,0.088935574,0.1267507,158,0.478365385,0.521634615,138,0,0.114145658,0.101540616,0,0.721988796,0.050420168,0.050420168,158,0.106932153,0.866519174,0.026548673,150,0.319508449,0.680491551,144,0.012286689,0.024573379,0.555631399,0.148122867,0.221843003,0.036860068,162,0.438975051,0.54888739,0,0.012137559,164,0.902225219,0.036412677,0.036412677,0.012137559,0.012137559,164
Bus,94,0.727086183,0.062927497,0.056087551,0.076607387,0.076607387,286,0.111182109,0.463897764,0.208945687,0.097763578,0.071565495,0.04600639,306,0.741580311,0.205310881,0.045984456,0.006476684,302,0.097816594,0.03580786,0.71441048,0.151965066,224,0,0.223974763,0,0.741324921,0.031545741,62,0.975550122,0.006112469,0,0.012224939,0.006112469,160,0.136729223,0.843163539,0.020107239,146,0.599739244,0.400260756,300,0.133695652,0.210869565,0.12173913,0.166304348,0.244565217,0.02173913,0.555434783,0,180,0.313738019,0.47028754,0.176357827,0.038977636,306,0.317911434,0.249834765,0.283542631,0.14871117,0,0,296,0.745047923,0.254952077,306,0.073011734,0.066492829,0.106910039,0.106910039,0.113428944,0.159713168,0.113428944,0.106910039,0.153194263,300,0.290993072,0.708237105,254,0.006435006,0.118404118,0.092020592,0,0.71042471,0.065637066,0.072072072,304,0.055293324,0.882670263,0.062036413,290,0.28,0.719259259,264,0.006389776,0.04600639,0.490095847,0.208945687,0.137380192,0.111182109,306,0.352715655,0.607667732,0.006389776,0.032587859,306,0.967181467,0.026383526,0.006435006,0,0,304
Bus,95,0.588593156,0.066920152,0.07756654,0.16730038,0.100380228,180,0.098983051,0.465084746,0.128813559,0.138305085,0.069152542,0.098983051,202,0.673220339,0.247457627,0.049491525,0.029830508,202,0.221550856,0.044310171,0.67673716,0.058408862,136,0.04109589,0.2,0,0.720547945,0.04109589,50,0.964547677,0.018337408,0,0.008557457,0.008557457,112,0.211567732,0.777777778,0.01065449,90,0.633898305,0.366101695,202,0.25026738,0.109090909,0.109090909,0.12513369,0.203208556,0.031016043,0.62459893,0.016042781,128,0.316610169,0.45559322,0.22779661,0,202,0.288973384,0.222053232,0.266920152,0.222053232,0,0,180,0.742372881,0.257627119,202,0.112508735,0.153039832,0.091544375,0.061495458,0.142557652,0.142557652,0.071278826,0.071278826,0.153039832,196,0.421617162,0.578382838,166,0.040931546,0.071983063,0.143966126,0,0.700776288,0.092448836,0.05151729,194,0.15455187,0.824276641,0.020465773,194,0.408689249,0.591310751,186,0,0.039698836,0.419575633,0.130047912,0.310061602,0.099931554,200,0.409993155,0.570157426,0.01026694,0.01026694,200,0.929500342,0.039698836,0.030116359,0,0,200
Bus,96,0.743229167,0.045833333,0.059375,0.072916667,0.078645833,304,0.019658562,0.561821004,0.150543197,0.130884635,0.045525091,0.091567512,306,0.750123701,0.218703612,0.031172687,0,320,0.092348285,0.066622691,0.816622691,0.025065963,240,0.029411765,0.115384615,0,0.857466063,0,70,0.98893617,0,0,0.01106383,0,186,0.273514851,0.719059406,0.007425743,128,0.57994723,0.42005277,300,0.162983425,0.220994475,0.162983425,0.174033149,0.209023941,0.023020258,0.627992634,0,172,0.335546476,0.464249234,0.148621042,0.051583248,310,0.321997875,0.167906482,0.315621679,0.194473964,0,0,298,0.818508997,0.182005141,308,0.058611825,0.058611825,0.123393316,0.136246787,0.091002571,0.162467866,0.130077121,0.097172237,0.142930591,308,0.280143971,0.719856029,264,0.006725297,0.091567512,0.065183652,0,0.784273151,0.032591826,0.052250388,306,0.065625,0.868229167,0.065625,304,0.228506787,0.771493213,280,0.012768131,0.058222676,0.432073544,0.186925434,0.264555669,0.04494382,310,0.363496144,0.604113111,0,0.032390746,308,0.96092545,0.032390746,0,0,0.006683805,308
Bus,97,N/A,N/A,N/A,N/A,N/A,84,N/A,N/A,N/A,N/A,N/A,N/A,92,0.672520661,0.229338843,0.098140496,0,122,0.145929339,0.096774194,0.706605223,0.049155146,82,0.072072072,0.216216216,0,0.716216216,0,28,0.98364486,0,0,0,0.018691589,54,0.299748111,0.680100756,0.020151134,50,N/A,N/A,110,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,74,0.5,0.258695652,0.206521739,0.034782609,116,0.481913652,0.166861144,0.166861144,0.185530922,0,0,108,N/A,N/A,116,0.104972376,0.06961326,0.280662983,0.15801105,0.104972376,0.053038674,0.06961326,0,0.15801105,114,0.541994751,0.458005249,96,N/A,N/A,N/A,N/A,N/A,N/A,N/A,110,0.193370166,0.735911602,0.06961326,114,N/A,N/A,104,0.034782609,0.085869565,0.344565217,0.10326087,0.310869565,0.120652174,116,0.355769231,0.644230769,0,0,118,0.89673913,0.052173913,0.034782609,0.017391304,0,116
Bus,99,0.686567164,0.044776119,0.029850746,0.164179104,0.074626866,134,0.095890411,0.630136986,0.095890411,0.054794521,0.04109589,0.082191781,146,0.688311688,0.233766234,0.064935065,0.012987013,154,0.169811321,0.018867925,0.79245283,0.018867925,106,0,0.277777778,0,0.722222222,0,36,0.988446727,0,0.01283697,0,0,82,0.173780488,0.81097561,0.015243902,69,0.602739726,0.397260274,146,0.19047619,0.095238095,0.214285714,0.238095238,0.19047619,0,0.428571429,0.023809524,84,0.310810811,0.445945946,0.202702703,0.040540541,148,0.314285714,0.228571429,0.342857143,0.114285714,0,0,140,0.643835616,0.356164384,146,0.094594595,0.135135135,0.081081081,0.189189189,0.135135135,0.108108108,0.081081081,0.027027027,0.148648649,148,0.365079365,0.634920635,126,0.027777778,0.194444444,0.111111111,0,0.625,0.111111111,0.013888889,144,0.205882353,0.764705882,0.029411765,136,0.471428571,0.528571429,140,0.013333333,0.066666667,0.306666667,0.133333333,0.333333333,0.146666667,150,0.36,0.64,0,0,150,0.959459459,0.027027027,0.013513514,0,0,148
